Sentence,Class
እኛ የኢትዮጵያ ብሔሮች፣ ብሔረሰቦች፣ ሕዝቦች፡በሀገራችን ኢትዮጵያ ውስጥ ዘላቂ ሰላም፣ ዋስትና ያለው ዴሞክራሲ እንዲሰፍን፣ኢኮኖሚያዊናማኅበራዊ እድገታችን እንዲፋጠን,Constitutional law
ሬዢስትራር ማለት የፍርድ ቤት መዝገብ ሹሙንና ረዳቱን በፍርድ ቤት መዝገብ ቤት ውስጥ የሚገኙትን የመዝገብ ሠራተኞችና ጸሐፊዎች አጠቃሎ የሚይዝ ቃል ነው,Civil law
ዋጋ የሌላቸው ስለመሆኑ ህገመንግስቱ በከፊል አስፍሮ ይገኛል,Criminal law
ተቃራኒ የውል ቃል ቢኖርም እንኳ ለአንድ ንብረት የሚከፈለው የኢንሹራንስ ገንዘብ በዚሁ ንብረት ላይ የቀዳሚነት የመያዣ መብት ላላቸው ገንዘብ ጠያቂዎች ይሰጣል,commercial law
በውል ሕግ ጠቅላላ ደንቦች በተደነገገው መንገድ በተዋዋይ ወገኖች መካከል የውል አቀራረብና አቀባበል ቅድመ-ሁኔታዎች ተሟልተው ስምምነት መፈጠሩ የሥራ ውልን ለመመሥረት ወሳኝነት ቢኖረውም ስምምነቱ በራሱ የሥራ ውልን አያቋቁምም,Labor law
ለዴሞክራሲያዊ ሥርዓት አስፈላጊ የሆኑ መረጃዎች፣ ሐሳቦችና አመለካከቶች በነጻ መንሸራሸራቸውን ለማረጋገጥ ሲባል ኘሬስ በተቋምነቱ የአሠራር ነጻነትና የተለያዩ አስተያየቶች የማስተናገድ ችሎታ እንዲኖረው የሕግ ጥበቃ ይደረግለታል,Constitutional law
ተከሣሹ ፍርድ ቤት ቀርቦ በቂ ምክንያት ሳይሰጥ የቀረ  ለሚጠየቀው ዕዳ በቂ የሆነ ገንዘብ ግዙፍ መያዣ እንዲያስቀምጥ በተፈለገ ጊዜ ሁሉ እንዲቀርብ በቂ ዋስ እንዲጠራና ዋስትናውም ክሱ በሚቀጥልበት ጊዜና በተከሰሰበትም ነገር የሚሰጠው ፍርድ እስኪፈጸም ድረስ ጸንቶ የሚቆይ እንዲሆን ፍርድ ቤቱ ለማዘዝ ይችላል,Civil law
በመሠረቱ አካለመጠን ያልደረሰው ልጅ አሳዳሪ እንዲሆን ሥልጣን ተሰጥቶት የልጁን አሳዳሪነት የተቀበለው ሰው ሞግዚቱም ነው,Family law
ባልና ሚስት እርስ በርሳቸው መከባበር፣ መተጋገዝና መደጋገፍ አለባቸው,Family law
ከዚህ በላይ ባለው ንዑስ ቁጥር የተመለከተው ድንጋጌ መዝገቡ በተዘጋ በአንድ ወር ጊዜ ውስጥ እንደገና ተከፍቶ ነገሩ እንዲታይለት ከሳሹ ሊጠይቅ የሚችልበትን መብት አያስቀርበትም ከሳሹ በቀዳሚው ቀነ ቀጠሮ ሳይቀርብ የቀረው በቂ ሆኖ በሚገመት እክል ምክንያት መሆኑን ፍርድ ቤቱ የተረዳው ስለኪሣራውና ስለማናቸውም ወጭ አከፋፈል ተስማሚ መስሎ የታየውን ውሳኔ ከሰጠ በኋላ የተዘጋው መዝገብ እንደገና ተከፍቶ ነገሩ እንዲቀጥል ትእዛዝ ሰጥቶ የሚሰማበትን ቀነ ቀጠሮ ይወስናል,Civil law
የአዲስ አበባ ከተማ አስተዳደር ተጠሪነቱ ለፌዴራሉ መንግሥት ይሆናል,Constitutional law
ከዚህ በላይ ባለው ንዑስ ቍጥር በሐ ፊደል በተመለከተው መሠረት ከተከራካሪዎች ወገኖች ላንደኛው አገልግሎት አስፈላጊ ናቸው ተብለው እንዳይታሸግባቸው ፍርድ ቤት በሰጠው ትእዛዝ ያልታሸገባቸውን ነገሮች ዝርዝር አሻጊው አዘጋጅቶ ማቅረብ አለበት,Civil law
ማንኛውም ጋብቻ ከተፈፀመበት ቀን ጀምሮ ውጤት ይኖረዋል,Family law
ማኅበሩ የሚቋቋመው በማኅበሩ መመሥረቻ ጽሑፍ ዐይነት የተዘጋጀው ግልጽ በሆነ ጽሑፍ ላይ ማኅበረተኞች ሁሉ ራሳቸው ልዩ ሥልጣን የተሰጣቸው እንደራሴዎቻቸው የፈረሙበት ሲሆን ነው,commercial law
ይህ ሲባል ግን የሥራ ውል እንደማንኛውም አይነት የሥራ ውል ሁሉ ለውል ሕግ መሰረታዊ መርሆዎችና ደንቦች ተገዥ አይደለም ማለት አይደለም,Labor law
አስተዳዳሪ፣ ማናጀር፣ ተቆጣጣሪ፣ የአስተዳደር አማካሪ እና ተመሳሳይ ስሞች መኖራቸው ግለሰቡ መሰየሙብቻ የሥራ መሪ አያደርገውም,Labor law
ጉዳት የደረሰው ወኪሉ ጉድለት ጉዳት የሚያመጣ መሆኑን እያወቀ በሠራው ሳይሰራ በተወው ባደረገው ጉድለት መሆኑ በማስረጃ የተረጋገጠ እንደ ሆነ በንኡስ ቁጥር 1 እና 2 የተደነገገው ተፈጻሚ ሊሆን አይችልም,commercial law
ፍቤቱ ቃሉን ከመቀበሉ በፊት በቅድሚያ በነጻነት ቃሉን መስጠቱን ማረጋገጥ አለበት,Criminal law
እንዲሁም የማኅበሩ ዋና መሥሪያ ቤት በሚገኝበት ቦታ ሕጋዊ ማስታወቂያ ለማውጣት የተፈቀደለት ጋዜጣ ያለ እንደ  በዚሁ ጋዜጣ ጠሪው መጻፍ አለበት,commercial law
መጥሪያው የደረሰው መሆኑ ቢረጋገጥም እንኳ ለተከሳሹ የተሰጠበት ቀን ለክሱ መልስ ማዘጋጀት በቂ ሆኖ በማይገመት አጭር ጊዜ መሆኑን ፍርድ ቤቱ የተረዳው ሲሆን የክርክሩን መስማት ለሌላ ቀነ ቀጠሮ ያስተላልፈዋል,Civil law
በተቃራኒው ግን ከላይ ከአንቀጽ 6 እና 7 አንጻር የተቀመጡት ቅድመ-ሁኔታዎች አለመሟላት ብቻውን ሠራተኛው በዚህ አዋጅ ሊያገኛቸው የሚገቡትን መብቶች የሚያሳጠው አለመሆኑን አንቀጽ በግልጽ ያመለክታል,Labor law
የግንኙነቱ ደረጃ በአንድ ግለሰብ ሠራተኛ እና አሠሪ መካከል ሲወሰን የግል የቅጥር ግንኙነት  በመባል ሲታወቅ በአሠሪ እና በሠራተኛ ማህበር  ማህበራት መካከል ሲፈጠር ደግሞ የወል የሥራ ግንኙነት እየተባለ ይጠራል,Labor law
በተወላጅነት ላይ ክርክር ለማድረግ ለሚቀርበው ክስ ፈቃድ የሚሰጠው ፍርድ ቤቱ ክሱን እንዲቀበል የሚያደርጉት ተጨባጭነት ካላቸው ተግባራት የሚመነጩ ግምቶች  ምልክቶች ሲኖሩ ብቻ ነው,Family law
ለማኅበረተኛው ጥቅም በተወሰነ ዋጋ የማኅበረተኞችን አክሲዮኖች መልሶ የመግዛት ሥልጣን ለመስጠት በመተዳደሪያው ደንብ የማያመለክተው የውል ዋጋ ያለው ነው,commercial law
ፍርድቤቱ መዝገቡን ከመዝጋት ይልቅ ክስ ለማቅረብ ለሚበቃ ጊዜ ቀጠሮ ይዞ ሂደቱን ሊቆጣጠር አይገባም,Criminal law
ግዴታው እንዲፈርስ የሚቀርበው ጥያቄ ጠያቂው ወገን ግዴታው መገባቱን ከአወቀበት ቀን ጀምሮ ከስድስት ወር በኋላ በሌላ በማናቸውም ሁኔታ ግዴታው ከተገባ ከሁለት ዓመት በኋላ ሊቀርብ አይችልም,Family law
ተከሳሹን በራሱ ዋስትና በዋስትና ወረቀት ፖሊስ ከመልቀቁ በፊት ተከሳሹ በዋስትና ወረቀቱ ላይ የተመለከቱትን ግዴታዎች አይፈጽምም ካለ ቢለቀቅ ሌላ ወንጀል ይፈጽማል ብሎ ካመነ ቢለቀቅ ማስረጃ ያጣፋል ይሰወራል ብሎ ካመነ ከበፊቱም ቢሆን ዋስትናውን ሊነፍገው ይችላል,Criminal law
ንብረቱ ለክፍፍል የማያመች  ለማከፋፈል የማይቻል ሆኖ የተገኘ እንደሆነና ባልና ሚስቱን ንብረቱ ከሁለቱ ለአንዳቸው እንዲሰጥ ለማስማማት ሳይቻል የቀረ እንደሆነ ንብረቱ ተሸጦ የተገኘውን ገንዘብ እንዲከፋፈሉ ይደረጋል,Family law
በሕግ መሰረት ኒሻኖችና ሽልማቶችን ይሰጣል,Constitutional law
የመንግሥታትን ሉዓላዊነትና እኩልነት ማክበር፣ በሌሎች ሀገሮች ጉዳዮች ውስጥ ጣልቃ አለመግባት,Constitutional law
ባል  ሚስት የግሉ መሆኑን በማስረዳት የግል ሀብቱ የሆነውን ንብረቱን መልሶ የመውሰድ መብት ይኖረዋል,Family law
በወር በሚገኝ ገቢ የሚተዳደር ዋስም ከሆነ ገቢው ከተገቢው ዋስትና ጋር ሊመጣጠን የሚችልና ከተፈለገ ግዴታውን ሊወጣ የሚያስችለው መሆን ይኖርበታል,Criminal law
ብዙ ሰዎች የያንዳንደቸው ሥልጣን ሳይወሰን አንዱ ስለሌሎቹ መሥራት አይቻልም ሳይባል ሥራ አስኪያጅ እንዲሆኑ ተሾመው እንደ ሆነ በየበኩላቸው የሚያስፈልገውን ሁሉ ሊፈጽሙ ይችላሉ,commercial law
የኢፌዲሪ ሕገ መንግስት አንቀፅ 20 3 ሁኔታው በሕገ መንግስቱ አንቀጽ 20 1 ላይ የተቀመጠውን የተከሰሰን ሰው ተገቢ በሆነ አጭር ጊዜ ውስጥ መደበኛ ፍርድ ቤት የመሰማት ሕገ መንግስታዊ መርህ ይጋፋል በማለት ሃሳባቸውን የሚያራምዱ የህግ ባለሙያዎች በርካታ ናቸው,Criminal law
የዚህ አንቀጽ ንዑስ አንቀጽ 2 እና 3 ድንጋጌዎች የሕዝብን ጥቅም ሰፋ ባለ ሁኔታ የሚነኩ እስከሆነ ድረስ በሕዝባዊ ድርጅቶች ላይ ተፈጻሚ ይሆናሉ,Constitutional law
ማናቸውም ገንዘብ ጠያቂ በጥሪው ማስታወቂያ ላይ በጽሑፍ በማመልከት ብቻ ወክሎ በራሱ ፋንታ ወኪሉን ለመላክ ይችላል,commercial law
ጉዳት ለደረሰበት ሦስተኛ ወገን ኢንሹራንስ ሰጪው በሚከፍለው ኪሣራ ሒሳብ ልክ ካሣውን እሰኪከፍለው ድረስ ኢንሹራንስ ሰጪው ኢንሹራንስ ለገባው ሰው ካሣ አይከፍልም,commercial law
ይህም ሆኖ በሥራ ውሉና በሥራ ደንቡ መሠረት በአሠሪው የሚሰጠውን ትዕዛዝ የመፈፀም ግዴታው እስከምን ድረስ ነው,Labor law
ሆኖም ፍትሕ እንዳይጓደል ሁኔታው የሚጠይቅ ከሆነ ፍርድ ቤቱ የተያዘው ሰው በጥበቃ ሥር እንዲቆይ ለማዘዝ ወይም ምርመራ ለማካሄድ ተጨማሪ የምርመራ ጊዜ ሲጠየቅ አስፈላጊ በሆነ መጠን ብቻ ሊፈቅድ ይችላል,Constitutional law
በተጨማሪም የህክምና ምርመራ እንዲያደርግ ሊያዝዝ ይችላል ተጠርጣሪዉ ለምርመራዉ ፈቃደኛ ካልሆነ ፖሊስ አስፈላጊ የሆነ ተመጣጣኝ ኃይል ተጠቅሞ ከተጠርጣሪዉ ናሙና ሊወስድ ይችላል,Criminal law
እንዲህ ከሆነ ደግሞ በአዋጁ አንቀጽ 1421ሠ ድንጋጌ ስር ስለሰራተኛ ዕድገት አሰጣጥ ስርዓት በሚል የተገለጸው ሐረግ ሊተረጎም የሚገባው ከአንድ የሰራተኛ የስራ መደብ ወደ ሌላ የሰራተኛ የስራ መደብ የሚፈጸም የዕድገት አሰጣጥ ስርዓት ተደርጎ እንጂ ከአንድ የሰራተኛ የስራ መደብ በስራ መሪ ወደሚሸፈን ሌላ የስራ መደብ የሚፈጸም የዕድገት አሰጣጥ ስርዓትን በሚያጠቃልል አግባብ አለመሆኑንከድንጋጌው አጠቃላይ ይዘትና መንፈስ መገንዘብ ይቻላል,Labor law
በዚህ አንቀጽ ንዑስ አንቀጽ  የተመለከተው ተቃውሞ ስምምነቱ በፍርድ ቤት መጽደቁ በታወቀ በአንድ ዓመት ጊዜ ውስጥ በፍርድ ቤት መዝገብ ካልተመዘገበ በስተቀር አይፀናም,Family law
የሐዋላው ወረቀት የሚከፈልበት የተወሰነው ቀን ባንድ ቦታ ሆኖ የሚከፈልበት ቦታ ቀን መቁጠሪያ ከወጣበት ቦታ ቀን መቁጠሪያ ልዩነት ያለው እንደ  በሚከፈለበት ቦታ የቀን መቁጠሪያ መሠረት የመክፈያው ቀን እንደ ተወሰነ ይቆጠራል,commercial law
የተያዙ ሰዎች ካሉዋቸው መሰረታዊ መብቶች አንዱ በህግ በፍርድ ቤት ትእዛዝ በተቀመጠው የጊዜ ገደብ ውስጥ ፍርድ ቤት መቅረብ አንዱና ዋነኛው ነው,Criminal law
የንግዱ ወኪል ለተዋዋላቸውና ለጨረሳቸው ውሎች ወኪል አድራጊው በአደረገው ነገር ምክንያት ፍጻሜ ያላገኙ ቢሆኑም አበሉ ለወኪሉ ሊከፈለው ይገባል,commercial law
ሥራያልተሰጠውሠራተኛየሥራልምድየምስክርወረቀትየማግኘቱሁኔታምአጠራጣሪነው,Labor law
የዳኝነት ሥልጣንን ከመደበኛ ፍርድ ቤቶች ወይም በሕግ የመዳኘት ሥልጣን ከተሰጠው ተቋም ውጭ የሚያደርግ፣ በሕግ የተደነገገን የዳኝነት ሥርዓት የማይከተል ልዩ ፍርድ ቤት ወይም ጊዜያዊ ፍርድ ቤት አይቋቋምም,Constitutional law
ልጁ በተፀነሰበት ጊዜ በእናቲቱ ላይ የመደፈር  የመጠለፍ ተግባር የተፈፀመባት ሲሆን,Family law
ከሳሹ ራሱ ከሳሽ የነበረው የሟቹ ንብረት አስተዳዳሪ ነኝ የሚል ባለአደራ የከሠረው ከሳሽ ንብረት አስተዳዳሪ የሆነ ሰው የዋናው ከሳሽ መብት ተላልፎልኛል የሚል ሰው ክሱ ቀሪ በሆነ በተሠረዘ በስድስት ወር ውስጥ የቀረበው ክስ እንዲቀጥል ስርዙ እንዲነሳለት ለማመልከት ይችላል,Civil law
በዚህም መሰረት እንዲህ አይነት ሥራዎች ሲኖሩና እነዚህን ሥራዎች ለመስራት ብቻ ለተወሰነ ጊዜሥራ በሚቆይ የሥራ ውል ተቀጥረው ከሌሎች የሆቴሉን የዕለት ከዕለት ተግባራት ለማከናወን ላልተወሰነ ጊዜሥራ የሚቆይ የሥራ ውል ይዘው ከሚሰሩት የሆቴሉ ሠራተኞች በተለዬ ሁነታ የሚሠሩ ሠራተኞች ቢያጋጥሙ የሥራ ውላቸው በዚህ አግባብ የተመሰረተና የሚያከናውኑት ሥራም በዚሁ አግባብ መሆኑ ከተረጋገጠ ይህንን ሥራ ለረጅም ጊዜ ሲሰሩት የቆዩ ቢሆንም እንኳ በአሠሪውና በሠራተኛው መካከል የተደረገውን የሥራ ውል ላልተወሰነ ጊዜሥራ የተደረገ ነው ሊያስብለው የሚችል አይሆንም,Labor law
በራሱ ከፍተኛ ቸልተኛነት ወይም  ሆነ ብሎ በንብረቱ ላይ ጉዳት ጉድለት ያደረሰ  ንብረቱ ተሽጦ ከሸያጩ ላይ የተገኘው ሀብት በቸልተኛነት ሆነ ብሎ ያደረሰው ጉድለት እንዲተካ ጉዳቱን ለመጠገን የሚያስፈልገው ሂሣብ እንዲከፈል በማዘዝ ቀሪ ገንዘብ ቢኖርም እንዲመለስለት ለማድረግ ይችላል,Civil law
አመልካቹ የሥነ ሥርዓት ጉድለት አለበት የተባለው ነገር መኖሩን እንደተረዳ ወዲያውኑ በነገሩ ላይ ማናቸውንም ዓይነት እርምጃ ያልወሰደ መሆኑን እርምጃ ወስዶ ም አለ የተባለውን ጉድለት በመቃወም ያመለከተ መሆኑን ፍርድ ቤቱ ሲያረጋግጥ ትእዛዝ የሰጠበትን ምክንያት በዝርዝር በመግለጽ በዚህ ሕግ በቍጥር  የተነገረውን መሠረት በማድረግ አቤቱታውን ተቀብሎ ተስማሚ መስሎ የታየውን ትእዛዝ ይሰጣል,Civil law
